sub_id_2,Trial_recog,RT_recog,Resp_recog,Hit_recog,Confidence_recog,q1,q1_1,q2,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
14,45,4023.92613235861,1,0,2,1, ,2,2,0,1,29,31,246747392,208656703,189757021,162206804,40900509,32011609,0,20611119,20210519,21200609,41201109,40210209,30401709,21010119,41301519,20410809,0,21111119,0,41211319,42000009,21611809,21500709,30300919,11810119,31711909,11411109,20400409,11210719,40100909,11310219,30600909,-4151011,20910709,31911719,11210819,11110109,21600809,30710719,0
14,46,5194.161643798,1,0,2,1, ,2,2,0,0,12,3,40300919,34401110,0,20801909,0,0,0,40300919,0,0,0,0,0,0,0,-3201101,0,0,0,0,0,31200009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20801909,0,0
14,47,4047.75290610269,0,0,1,1, ,2,2,1,0,3,31,199527662,268068331,193955104,205257812,31401319,31410309,-3170160,11911709,10010409,40111409,21010319,20500209,30001819,20800519,40111609,40910519,11011619,40400619,41611509,30810109,20610819,21801009,20510119,40110119,31310419,40511719,0,30201209,0,0,31311519,40310119,30711219,0,30011609,21200909,31210709,10711509,21000819,20100919
14,48,4018.01043731393,1,0,1,1, ,2,2,0,1,28,3,0,0,70222218,43572759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30110509,0,0,0,0,40111709,0,0,0,-2061050,41511709,0,0,0,0,0,0,0
14,49,3441.73311756458,0,0,1,1, ,2,2,1,0,36,19,127224304,71714556,104314266,159925326,41200819,20800819,0,11800119,10910519,31601209,0,10910819,0,0,10000809,0,11501609,10011819,40200319,0,0,0,0,11601109,21010219,0,41101919,30601019,0,0,0,20711019,0,0,31511909,21711719,41310409,0,40500219,-4180051
14,50,10776.7550179851,1,0,1,1, ,2,2,0,1,22,19,124534664,176949404,52994187,62522936,32001009,0,10600719,11611009,20010709,10300609,0,0,40010609,0,41711519,40210919,42002009,21912019,0,10801519,20311419,0,0,0,0,-1191040,21301019,0,20000319,10501809,0,20001409,0,20110709,0,11100809,0,0,0,11310009
14,51,1932.54101969069,0,0,1,1, ,2,2,1,0,15,9,20700519,119174937,50810318,21613428,0,0,0,0,0,0,0,20700519,0,11311809,0,40500009,0,41200509,-4161101,0,0,22001509,40210309,0,0,0,0,10600009,0,0,0,0,0,11111809,0,0,0,0,10501619,0
14,52,3397.84679812146,0,0,1,1, ,2,2,1,1,25,19,156727503,63523927,126485965,146034846,21701019,20501019,0,21701819,10910719,30000309,40311509,11601109,0,0,31111109,0,21800809,10612009,0,0,0,0,22001409,0,41001519,41810719,10100209,10510919,-1061190,0,0,31710419,41310909,0,0,0,31412009,0,0,41601509
14,53,1964.30453361245,1,1,2,1, ,2,3,1,0,4,3,3050060,41710628,10701909,0,0,0,0,-3050060,0,0,0,0,0,11310409,0,0,0,0,0,0,0,30400219,0,0,0,0,10701909,0,0,0,0,0,0,0,0,0,0,0,0,0
14,54,1428.19481051993,1,0,2,1, ,2,3,0,1,35,9,10201819,72010847,135132956,14451870,0,0,0,0,10201819,0,0,0,0,0,30910309,0,0,10600219,0,30500319,0,0,0,0,31611119,31200309,0,31610519,0,0,40711009,0,0,0,10400719,0,0,0,-4051151,0
14,55,1497.28298425907,1,1,1,1, ,2,3,1,1,15,9,20700519,119174937,50810318,21613428,0,0,0,0,0,0,0,20700519,0,11311809,0,40500009,0,41200509,-4161101,0,0,22001509,40210309,0,0,0,0,10600009,0,0,0,0,0,11111809,0,0,0,0,10501619,0
14,56,2816.21698109666,0,1,1,1, ,2,3,0,0,29,31,246747392,208656703,189757021,162206804,40900509,32011609,0,20611119,20210519,21200609,41201109,40210209,30401709,21010119,41301519,20410809,0,21111119,0,41211319,42000009,21611809,21500709,30300919,11810119,31711909,11411109,20400409,11210719,40100909,11310219,30600909,-4151011,20910709,31911719,11210819,11110109,21600809,30710719,0
14,57,3699.82672930928,0,0,1,1, ,2,3,1,0,18,9,60822528,138166605,0,71912128,30111909,0,0,0,0,0,0,0,30710619,0,20801909,31511409,20810219,21600819,0,0,41301109,-2141140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40311409,31600719
14,58,1419.13244448369,1,1,2,1, ,2,3,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31800291,0,0,0
14,59,2617.3269005958,0,1,2,1, ,2,3,0,0,1,0,0,0,0,0,-40411991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,60,5932.02016758733,1,1,2,1, ,2,3,1,0,25,19,156727503,63523927,126485965,146034846,21701019,20501019,0,21701819,10910719,30000309,40311509,11601109,0,0,31111109,0,21800809,10612009,0,0,0,0,22001409,0,41001519,41810719,10100209,10510919,-1061190,0,0,31710419,41310909,0,0,0,31412009,0,0,41601509
14,61,2799.93967682822,0,0,1,1, ,2,3,1,1,34,3,0,0,82803018,23992180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41801109,0,41001909,0,0,0,0,0,0,21801109,-2191071,0,0
14,62,3067.94449343579,0,1,1,1, ,2,3,0,0,32,9,75234347,10811119,83832547,64481218,0,21611609,0,0,0,31611919,0,0,22010819,10811119,0,0,0,0,0,0,0,0,40011119,0,0,0,31811419,0,0,12010009,0,0,41800809,0,0,-2070200,20610209,0,0,0
14,63,5706.6197504173,1,0,2,1, ,2,3,0,0,8,3,24972839,21500319,10211409,0,0,0,0,0,0,0,0,-4071120,20901719,0,0,0,0,0,0,0,0,21500319,10211409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,64,1488.30646451097,1,0,1,1, ,2,3,0,1,12,3,40300919,34401110,0,20801909,0,0,0,40300919,0,0,0,0,0,0,0,-3201101,0,0,0,0,0,31200009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20801909,0,0
14,65,1659.47781607974,1,0,2,1, ,2,3,0,1,11,31,185656993,168029064,229045521,277338012,41100509,20711819,40911309,0,10700509,11310419,20711609,0,40210819,20311519,-3201071,31311209,0,10601019,31000609,30700509,10202019,30701109,21201709,21810819,11000819,20001709,41810109,40800209,10000119,31710019,30710009,21501119,40411419,40101319,0,31800709,41901219,40510709,20801109,40310409
14,66,5662.96594735468,0,0,2,1, ,2,3,1,0,13,31,136926103,226855954,176948922,245629441,21800719,11910209,0,20800709,0,41401519,20010719,10401719,10600509,0,20511509,31611409,-1020161,41010219,41301409,30000019,31000709,30400519,21500509,20601519,30511309,11201119,0,10800219,20810709,31411719,30111819,30501209,10001309,30201419,40300719,41200219,31111719,30510819,20901809,10900219
14,67,1734.74384332076,1,1,1,1, ,2,3,1,1,3,31,199527662,268068331,193955104,205257812,31401319,31410309,-3170160,11911709,10010409,40111409,21010319,20500209,30001819,20800519,40111609,40910519,11011619,40400619,41611509,30810109,20610819,21801009,20510119,40110119,31310419,40511719,0,30201209,0,0,31311519,40310119,30711219,0,30011609,21200909,31210709,10711509,21000819,20100919
14,68,2623.34268551786,0,0,1,1, ,2,3,1,0,7,3,1081160,31801709,11702019,21310919,0,0,0,0,0,0,-1081160,0,0,0,0,31801709,0,0,0,0,0,0,0,11702019,0,0,0,0,0,0,0,0,21310919,0,0,0,0,0,0,0
14,69,3250.38326735375,0,0,1,1, ,2,3,1,1,36,19,127224304,71714556,104314266,159925326,41200819,20800819,0,11800119,10910519,31601209,0,10910819,0,0,10000809,0,11501609,10011819,40200319,0,0,0,0,11601109,21010219,0,41101919,30601019,0,0,0,20711019,0,0,31511909,21711719,41310409,0,40500219,-4180051
14,70,3327.77658884879,1,1,2,1, ,2,3,1,0,20,31,246139041,188351222,239358402,184505874,40101409,21700309,40711819,40101719,30100819,11000019,31110519,21300619,10011809,30701809,0,41700919,30811919,10511619,30800619,11112009,21101809,11610519,20401019,-3010190,41500909,40501709,20711509,31110819,20600419,20610909,40910919,0,40301509,40600809,10601319,32001209,40000309,0,0,21000719
14,71,1575.09398838738,1,0,2,1, ,2,3,0,1,14,19,205612374,139505344,71913637,134414056,0,40500709,40200119,30000009,0,41800709,41300219,11810609,0,41400919,11901719,21000019,0,-2001030,12000719,20100919,31100019,0,0,0,0,0,31501009,30201319,0,0,10211309,10900019,41300919,40301309,41911809,0,0,0,0,0
14,72,2576.19574671844,0,1,1,1, ,2,3,0,0,28,3,0,0,70222218,43572759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30110509,0,0,0,0,40111709,0,0,0,-2061050,41511709,0,0,0,0,0,0,0
14,73,8063.59943910502,1,0,1,1, ,2,3,0,0,23,31,208045502,195865603,227534823,233074131,20311909,31210319,41600609,10501409,0,21100319,31210109,40710819,11400009,0,41110219,30311319,41710919,10911519,0,20510509,20800809,30510309,41000619,40810419,20500419,40510109,-1090020,41111919,10501009,32010309,0,41310319,31611009,11710409,20700309,31310409,41910619,10900519,31810319,11810219
14,74,2715.15779953916,0,1,1,1, ,2,3,0,0,22,19,124534664,176949404,52994187,62522936,32001009,0,10600719,11611009,20010709,10300609,0,0,40010609,0,41711519,40210919,42002009,21912019,0,10801519,20311419,0,0,0,0,-1191040,21301019,0,20000319,10501809,0,20001409,0,20110709,0,11100809,0,0,0,11310009
14,75,5308.71794163249,0,0,1,1, ,2,3,1,1,24,9,11010409,41012528,94104737,82323847,0,11010409,0,0,0,0,0,0,0,0,0,0,0,0,20500709,0,20511819,0,0,0,20410509,0,31801209,-1091200,0,40801819,0,0,20201319,0,0,22011309,0,0,40111219,0
14,76,2869.31079690112,1,0,2,1, ,2,3,0,1,10,9,52420918,63943978,54624247,43821338,0,0,0,10610609,0,0,0,0,41810309,-1131050,21101309,0,0,41711619,0,0,0,0,21400709,11811819,0,0,0,0,0,21411719,0,11810019,0,0,0,32011319,0,0,0,0
14,77,733.677501499187,1,1,1,1, ,2,3,1,1,26,19,53313557,154026695,65874728,158747632,0,0,0,21100419,0,0,10511719,0,21701419,21902019,0,40501019,31200919,0,20211119,0,0,40211619,30510819,21511309,10711519,0,0,0,0,-3141081,0,0,11011119,11910309,10000419,20810019,11611419,41101719,21301209,31001419
14,78,3248.98162449244,0,1,1,1, ,2,3,0,1,5,19,156114146,63013237,115444085,196644323,0,40710919,0,41700009,-2001180,30300719,0,41401319,0,11810319,30201309,0,0,0,0,0,0,21001609,11511919,0,11210919,30500119,31210709,31010419,0,0,0,21110519,40810019,0,40000219,11811019,31300719,41410809,0,10201019
14,79,6530.12554370798,1,0,1,1, ,2,4,0,1,32,9,75234347,10811119,83832547,64481218,0,21611609,0,0,0,31611919,0,0,22010819,10811119,0,0,0,0,0,0,0,0,40011119,0,0,0,31811419,0,0,12010009,0,0,41800809,0,0,-2070200,20610209,0,0,0
14,80,2467.93356054695,0,1,1,1, ,2,4,0,0,12,3,40300919,34401110,0,20801909,0,0,0,40300919,0,0,0,0,0,0,0,-3201101,0,0,0,0,0,31200009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20801909,0,0
14,81,3071.12696574768,0,1,2,1, ,2,4,0,1,1,0,0,0,0,0,-40411991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,82,2150.29187762411,1,0,1,1, ,2,4,0,0,14,19,205612374,139505344,71913637,134414056,0,40500709,40200119,30000009,0,41800709,41300219,11810609,0,41400919,11901719,21000019,0,-2001030,12000719,20100919,31100019,0,0,0,0,0,31501009,30201319,0,0,10211309,10900019,41300919,40301309,41911809,0,0,0,0,0
14,83,2151.45715442486,1,1,2,1, ,2,4,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31800291,0,0,0
14,84,2684.23350056401,0,1,1,1, ,2,4,0,1,29,31,246747392,208656703,189757021,162206804,40900509,32011609,0,20611119,20210519,21200609,41201109,40210209,30401709,21010119,41301519,20410809,0,21111119,0,41211319,42000009,21611809,21500709,30300919,11810119,31711909,11411109,20400409,11210719,40100909,11310219,30600909,-4151011,20910709,31911719,11210819,11110109,21600809,30710719,0
14,85,2015.96783444984,0,0,3,1, ,2,4,1,0,36,19,127224304,71714556,104314266,159925326,41200819,20800819,0,11800119,10910519,31601209,0,10910819,0,0,10000809,0,11501609,10011819,40200319,0,0,0,0,11601109,21010219,0,41101919,30601019,0,0,0,20711019,0,0,31511909,21711719,41310409,0,40500219,-4180051
14,86,1987.45608580066,1,0,2,1, ,2,4,0,0,10,9,52420918,63943978,54624247,43821338,0,0,0,10610609,0,0,0,0,41810309,-1131050,21101309,0,0,41711619,0,0,0,0,21400709,11811819,0,0,0,0,0,21411719,0,11810019,0,0,0,32011319,0,0,0,0
14,87,1832.72795676021,0,1,1,1, ,2,4,0,1,28,3,0,0,70222218,43572759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30110509,0,0,0,0,40111709,0,0,0,-2061050,41511709,0,0,0,0,0,0,0
14,88,1146.51579549536,1,1,2,1, ,2,4,1,0,15,9,20700519,119174937,50810318,21613428,0,0,0,0,0,0,0,20700519,0,11311809,0,40500009,0,41200509,-4161101,0,0,22001509,40210309,0,0,0,0,10600009,0,0,0,0,0,11111809,0,0,0,0,10501619,0
14,89,2589.03188497061,0,0,1,1, ,2,4,1,1,4,3,3050060,41710628,10701909,0,0,0,0,-3050060,0,0,0,0,0,11310409,0,0,0,0,0,0,0,30400219,0,0,0,0,10701909,0,0,0,0,0,0,0,0,0,0,0,0,0
